RHS;color;consumption;enginecc;fuel;lenght;location;make;mileage;model;power;price;start_production_year;torque;year
make;0.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;500.0;1.0;2.0;2.0
make;4.0;6.0;198.0;0.0;358.0;?;5.0;10000.0;11.0;21.2;3000.0;1.0;1.0;0.0
make;?;?;?;0.0;?;?;5.0;11000.0;?;?;1000.0;1.0;?;?
make;4.0;6.0;?;0.0;?;12.0;5.0;10000.0;?;?;3000.0;1.0;1.0;0.0
make;0.0;11.0;?;?;?;?;5.0;?;?;?;500.0;1.0;?;2.0
make;5.0;?;?;0.0;?;11.0;5.0;?;?;?;1000.0;1.0;?;?
make;4.0;11.0;234.0;0.89;?;11.0;5.0;7000.0;?;15.0;2000.0;1.0;2.0;?
make;5.0;11.0;234.0;0.89;358.0;?;5.0;28000.0;?;15.0;1000.0;1.0;2.0;?
make;0.0;11.0;?;?;?;?;5.0;?;?;?;500.0;1.0;?;?
make;0.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;500.0;1.0;2.0;?
make;?;6.0;198.0;0.0;?;?;5.0;10000.0;11.0;?;3000.0;?;1.0;0.0
make;5.0;12.0;406.0;0.0;750.0;?;5.0;11000.0;9.0;24.0;1000.0;1.0;2.0;4.0
make;?;11.0;?;0.89;?;?;5.0;7000.0;?;?;2000.0;1.0;?;?
make;?;?;?;0.89;?;11.0;5.0;7000.0;?;?;2000.0;?;2.0;?
make;?;?;?;0.0;?;11.0;5.0;11000.0;9.0;?;1000.0;?;2.0;?
make;0.0;?;?;?;358.0;?;5.0;22000.0;?;?;500.0;1.0;?;?
make;0.0;11.0;?;0.89;?;?;5.0;22000.0;?;?;500.0;1.0;?;2.0
make;4.0;6.0;198.0;0.0;358.0;?;5.0;?;?;21.2;?;1.0;1.0;0.0
make;?;?;?;0.89;?;11.0;5.0;23000.0;?;?;5000.0;?;1.0;?
make;0.0;11.0;?;?;?;?;5.0;22000.0;?;?;?;1.0;?;2.0
make;4.0;11.0;?;?;?;11.0;5.0;7000.0;?;?;2000.0;1.0;?;?
make;0.0;11.0;234.0;0.89;358.0;?;5.0;22000.0;?;15.0;500.0;1.0;2.0;?
make;0.0;11.0;234.0;0.89;358.0;?;5.0;22000.0;?;15.0;500.0;1.0;2.0;2.0
make;5.0;12.0;406.0;0.0;750.0;?;5.0;?;?;24.0;1000.0;1.0;2.0;?
make;4.0;11.0;?;?;?;?;5.0;?;?;?;2000.0;1.0;?;?
make;0.0;?;?;0.89;?;?;5.0;22000.0;?;?;500.0;?;2.0;?
make;5.0;11.0;?;?;?;?;5.0;?;?;?;1000.0;1.0;?;1.0
make;4.0;?;?;0.0;358.0;?;5.0;10000.0;?;?;3000.0;1.0;1.0;0.0
make;4.0;11.0;234.0;0.89;?;?;5.0;7000.0;?;15.0;2000.0;1.0;2.0;4.0
make;5.0;11.0;?;?;?;12.0;5.0;?;?;?;1000.0;1.0;?;1.0
make;?;11.0;?;0.89;?;?;5.0;?;?;?;1000.0;1.0;?;1.0
make;4.0;6.0;?;0.0;?;?;5.0;10000.0;?;?;?;1.0;1.0;0.0
make;4.0;12.0;234.0;0.89;363.0;?;5.0;30000.0;?;10.0;6300.0;2.0;1.0;?
make;5.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;1000.0;1.0;2.0;?
make;5.0;11.0;234.0;0.89;358.0;?;5.0;?;?;15.0;1000.0;1.0;2.0;1.0
make;0.0;11.0;?;?;?;?;5.0;22000.0;?;?;500.0;1.0;?;2.0
make;5.0;12.0;406.0;0.0;750.0;11.0;5.0;11000.0;9.0;24.0;1000.0;1.0;2.0;?
make;?;?;?;?;120.0;?;5.0;?;?;?;?;?;?;?
make;?;11.0;?;?;?;?;5.0;28000.0;?;?;1000.0;1.0;?;1.0
make;4.0;11.0;?;?;?;?;5.0;7000.0;?;?;?;1.0;?;?
make;4.0;6.0;?;0.0;?;?;5.0;?;?;?;3000.0;1.0;1.0;0.0
make;4.0;?;?;?;?;?;5.0;7000.0;?;?;2000.0;1.0;?;?
make;4.0;12.0;234.0;0.89;363.0;?;5.0;23000.0;?;10.0;5000.0;2.0;1.0;?
make;5.0;12.0;406.0;0.0;750.0;?;5.0;11000.0;?;24.0;1000.0;1.0;2.0;?
make;?;?;?;0.0;?;?;5.0;11000.0;9.0;?;1000.0;1.0;?;?
make;4.0;6.0;198.0;0.0;358.0;?;5.0;10000.0;?;21.2;3000.0;1.0;1.0;0.0
make;?;6.0;?;0.0;?;?;5.0;10000.0;?;?;?;1.0;1.0;0.0
make;5.0;?;?;0.0;?;?;5.0;?;?;?;1000.0;1.0;?;?
make;4.0;11.0;234.0;0.89;?;?;5.0;7000.0;?;15.0;2000.0;1.0;2.0;?
make;5.0;11.0;234.0;0.89;358.0;?;5.0;28000.0;?;15.0;1000.0;1.0;2.0;1.0
make;?;6.0;?;0.0;?;?;5.0;10000.0;?;?;3000.0;1.0;1.0;0.0
make;?;?;?;0.89;?;?;5.0;28000.0;?;?;1000.0;?;2.0;1.0
make;?;?;?;?;358.0;?;5.0;?;?;?;1000.0;1.0;?;1.0
make;4.0;?;?;0.0;238.0;?;4.0;15000.0;?;?;1500.0;1.0;1.0;?
make;0.0;?;?;0.0;243.0;8.0;4.0;37000.0;10.0;5.0;4300.0;?;1.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;?
make;4.0;?;172.0;?;?;11.0;4.0;?;?;9.0;1000.0;1.0;?;0.0
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
make;4.0;11.0;172.0;0.89;?;11.0;4.0;?;13.0;9.0;1000.0;1.0;?;0.0
make;4.0;?;?;0.0;243.0;8.0;4.0;?;?;?;3000.0;?;1.0;1.0
make;4.0;12.0;36.0;0.89;238.0;?;4.0;?;?;6.2;5000.0;1.0;2.0;4.0
make;?;?;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;?;1.0;1.0
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;?;1.0;1.0
make;?;?;36.0;?;?;8.0;4.0;?;?;6.2;?;1.0;?;?
make;?;?;36.0;0.89;238.0;8.0;4.0;?;?;?;5000.0;?;2.0;?
make;4.0;11.0;?;0.0;243.0;8.0;4.0;30000.0;10.0;5.0;3000.0;2.0;1.0;1.0
make;5.0;11.0;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;3000.0;1.0;1.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;4300.0;2.0;1.0;2.0
make;5.0;11.0;?;0.0;238.0;?;4.0;21000.0;?;?;3000.0;1.0;1.0;3.0
make;4.0;12.0;36.0;0.89;238.0;8.0;4.0;?;?;6.2;5000.0;1.0;2.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
make;?;11.0;?;0.89;?;?;4.0;18000.0;?;?;1000.0;1.0;?;0.0
make;?;11.0;?;0.0;?;9.0;4.0;21000.0;?;?;3000.0;1.0;1.0;3.0
make;4.0;11.0;?;0.0;243.0;?;4.0;30000.0;?;5.0;3000.0;2.0;1.0;1.0
make;5.0;11.0;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;?;1.0;1.0;?
make;4.0;11.0;?;?;?;11.0;4.0;?;?;?;1000.0;1.0;?;0.0
make;0.0;?;?;0.0;243.0;8.0;4.0;?;?;?;?;?;1.0;?
make;4.0;11.0;?;0.0;238.0;12.0;4.0;15000.0;10.0;?;?;1.0;1.0;?
make;?;11.0;?;0.0;?;8.0;4.0;30000.0;?;5.0;?;2.0;1.0;1.0
make;?;?;?;0.0;238.0;?;4.0;15000.0;10.0;?;1500.0;?;1.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;37000.0;?;5.0;4300.0;2.0;1.0;?
make;?;?;?;0.0;238.0;9.0;4.0;21000.0;?;?;3000.0;1.0;1.0;?
make;?;11.0;?;0.0;?;?;4.0;15000.0;?;?;1500.0;1.0;1.0;2.0
make;4.0;?;36.0;0.89;?;8.0;4.0;?;13.0;6.2;?;1.0;2.0;4.0
make;?;?;?;0.89;?;8.0;4.0;?;?;?;5000.0;1.0;?;?
make;4.0;11.0;?;0.0;238.0;?;4.0;15000.0;10.0;?;1500.0;1.0;1.0;?
make;4.0;11.0;172.0;0.89;?;?;4.0;18000.0;13.0;9.0;1000.0;1.0;?;0.0
make;?;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
make;4.0;?;36.0;?;238.0;8.0;4.0;?;?;6.2;?;1.0;?;?
make;?;11.0;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;3000.0;1.0;1.0;3.0
make;0.0;11.0;?;0.0;243.0;?;4.0;37000.0;?;5.0;4300.0;2.0;1.0;2.0
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;?;1.0;2.0
make;?;?;36.0;0.89;238.0;8.0;4.0;?;13.0;6.2;?;1.0;2.0;?
make;0.0;11.0;?;0.0;?;8.0;4.0;?;?;?;4300.0;?;1.0;?
make;4.0;?;36.0;?;?;8.0;4.0;?;?;6.2;?;1.0;?;?
make;4.0;12.0;36.0;?;238.0;8.0;4.0;?;?;6.2;?;1.0;2.0;4.0
make;4.0;?;36.0;?;?;8.0;4.0;?;?;?;5000.0;1.0;?;?
make;?;11.0;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;?;1.0;1.0;?
make;4.0;11.0;?;0.0;?;12.0;4.0;?;?;?;1500.0;1.0;1.0;?
make;5.0;11.0;?;0.0;238.0;9.0;4.0;?;?;?;?;1.0;1.0;3.0
make;?;?;172.0;0.89;?;11.0;4.0;18000.0;?;?;1000.0;?;?;0.0
make;4.0;?;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;?;1.0;?
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;2.0
make;4.0;11.0;?;0.0;238.0;?;4.0;15000.0;10.0;?;1500.0;1.0;1.0;2.0
make;4.0;11.0;172.0;0.89;630.0;?;4.0;?;?;9.0;1000.0;1.0;3.0;0.0
make;?;11.0;172.0;0.89;?;11.0;4.0;18000.0;13.0;9.0;?;1.0;?;0.0
make;?;11.0;?;0.0;?;9.0;4.0;21000.0;?;?;?;1.0;1.0;3.0
make;4.0;?;?;?;?;?;4.0;18000.0;?;?;1000.0;1.0;?;0.0
make;4.0;12.0;36.0;0.89;238.0;?;4.0;?;?;6.2;5000.0;1.0;2.0;?
make;?;?;?;0.0;238.0;9.0;4.0;?;10.0;?;3000.0;1.0;1.0;?
make;5.0;11.0;?;0.0;238.0;?;4.0;21000.0;?;?;3000.0;1.0;1.0;?
make;4.0;11.0;?;0.0;238.0;?;4.0;15000.0;?;?;1500.0;1.0;1.0;2.0
make;4.0;11.0;172.0;?;630.0;11.0;4.0;?;?;9.0;1000.0;1.0;?;0.0
make;0.0;11.0;?;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
make;4.0;11.0;172.0;0.89;630.0;?;4.0;18000.0;?;9.0;1000.0;1.0;3.0;0.0
make;?;?;?;?;?;?;4.0;3000.0;?;?;?;?;?;?
make;4.0;11.0;?;0.0;238.0;?;4.0;?;?;?;1500.0;1.0;1.0;2.0
make;?;?;?;?;?;?;4.0;?;?;0.0;?;?;?;?
make;4.0;12.0;36.0;0.89;238.0;8.0;4.0;?;?;6.2;?;1.0;2.0;?
make;?;?;?;0.0;238.0;9.0;4.0;21000.0;10.0;?;3000.0;?;1.0;?
make;4.0;?;?;0.0;238.0;12.0;4.0;?;10.0;?;1500.0;1.0;1.0;?
make;0.0;?;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;?
make;4.0;12.0;36.0;0.89;238.0;8.0;4.0;?;13.0;6.2;5000.0;1.0;?;4.0
make;4.0;11.0;172.0;0.89;?;11.0;4.0;18000.0;13.0;9.0;1000.0;1.0;?;0.0
make;4.0;11.0;?;0.0;238.0;?;4.0;15000.0;?;?;1500.0;1.0;1.0;?
make;4.0;11.0;?;0.0;?;?;4.0;?;?;?;1500.0;1.0;1.0;2.0
make;4.0;?;36.0;?;238.0;8.0;4.0;?;?;?;?;1.0;?;?
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;3000.0;2.0;1.0;1.0
make;0.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;?;?;1.0;2.0
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;2.0;1.0;?
make;?;11.0;?;0.0;?;9.0;4.0;?;10.0;?;?;1.0;1.0;3.0
make;4.0;11.0;?;?;?;?;4.0;?;?;?;1000.0;1.0;?;0.0
make;?;11.0;?;?;?;?;4.0;18000.0;?;?;1000.0;1.0;?;0.0
make;5.0;11.0;?;0.0;238.0;9.0;4.0;?;?;?;3000.0;1.0;1.0;?
make;0.0;11.0;?;0.0;?;8.0;4.0;?;?;?;4300.0;?;1.0;2.0
make;4.0;11.0;?;0.0;238.0;?;4.0;?;?;?;1500.0;1.0;1.0;?
make;4.0;11.0;?;0.0;?;8.0;4.0;?;?;?;3000.0;?;1.0;1.0
make;4.0;11.0;172.0;0.89;630.0;11.0;4.0;18000.0;?;9.0;1000.0;1.0;3.0;0.0
make;4.0;11.0;?;0.0;?;?;4.0;?;10.0;?;1500.0;1.0;1.0;2.0
make;?;?;0.0;?;?;?;4.0;?;?;?;?;?;?;?
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;10.0;5.0;3000.0;2.0;1.0;1.0
make;4.0;11.0;?;0.0;238.0;?;4.0;?;?;?;?;1.0;1.0;2.0
make;5.0;11.0;?;0.0;?;9.0;4.0;?;?;?;3000.0;1.0;1.0;?
make;0.0;11.0;?;0.0;?;8.0;4.0;37000.0;?;5.0;?;2.0;1.0;2.0
make;4.0;?;36.0;0.89;238.0;8.0;4.0;?;13.0;6.2;?;1.0;2.0;?
make;4.0;11.0;?;0.0;243.0;8.0;4.0;30000.0;?;5.0;3000.0;2.0;1.0;?
make;4.0;11.0;?;0.0;?;8.0;4.0;?;10.0;5.0;?;?;1.0;1.0
make;4.0;11.0;?;0.0;?;8.0;4.0;30000.0;?;5.0;?;2.0;1.0;1.0
make;4.0;11.0;?;0.0;243.0;8.0;4.0;?;?;5.0;?;2.0;1.0;1.0
make;?;11.0;?;0.0;?;8.0;4.0;?;?;?;3000.0;?;1.0;1.0
make;?;?;0.0;0.0;5.0;9.0;0.0;?;?;5.0;?;?;1.0;?
make;?;9.0;172.0;0.89;?;13.0;0.0;?;10.0;9.0;500.0;1.0;?;2.0
make;?;9.0;?;0.89;?;?;0.0;?;?;?;500.0;1.0;?;2.0
make;3.0;11.0;?;0.0;?;9.0;0.0;?;?;2.8;4000.0;1.0;?;?
make;?;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;?;0.0;?;1.0
make;5.0;?;0.0;0.0;?;?;0.0;6000.0;?;0.0;1500.0;0.0;?;1.0
make;?;?;0.0;0.0;?;?;0.0;?;?;0.0;1500.0;0.0;?;1.0
make;4.0;12.0;0.0;0.0;5.0;11.0;0.0;?;?;5.0;5800.0;2.0;1.0;?
make;?;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;1500.0;0.0;?;1.0
make;0.0;12.0;36.0;0.89;5.0;?;0.0;33000.0;6.0;11.2;?;2.0;2.0;?
make;?;9.0;?;?;?;?;0.0;?;10.0;?;500.0;1.0;?;2.0
make;4.0;?;0.0;0.0;?;?;0.0;7000.0;1.0;0.0;1300.0;0.0;?;1.0
make;?;9.0;?;?;?;?;0.0;33000.0;10.0;?;500.0;1.0;?;2.0
make;3.0;9.0;172.0;?;387.0;11.0;0.0;?;?;14.0;?;?;?;1.0
make;5.0;9.0;172.0;0.89;392.0;?;0.0;?;10.0;9.0;500.0;1.0;3.0;?
make;3.0;9.0;?;?;?;?;0.0;12000.0;?;?;?;2.0;?;1.0
make;?;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;1300.0;0.0;?;1.0
make;3.0;11.0;?;0.0;392.0;9.0;0.0;?;7.0;2.8;?;1.0;2.0;?
make;3.0;11.0;208.0;0.0;392.0;?;0.0;21000.0;?;2.8;4000.0;1.0;2.0;?
make;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;1300.0;0.0;?;1.0
make;?;?;0.0;0.0;5.0;11.0;0.0;?;?;5.0;?;?;1.0;?
make;3.0;11.0;208.0;0.0;392.0;9.0;0.0;?;?;2.8;?;1.0;2.0;?
make;5.0;9.0;172.0;0.89;392.0;?;0.0;?;?;9.0;500.0;1.0;3.0;2.0
make;3.0;9.0;?;0.89;?;?;0.0;?;10.0;?;4000.0;?;?;1.0
make;5.0;9.0;172.0;0.89;392.0;?;0.0;?;?;9.0;500.0;1.0;3.0;?
make;3.0;9.0;172.0;0.89;387.0;?;0.0;12000.0;?;14.0;4000.0;2.0;3.0;1.0
make;5.0;?;0.0;0.0;?;?;0.0;?;?;0.0;1500.0;0.0;?;1.0
make;3.0;11.0;208.0;0.0;392.0;?;0.0;21000.0;7.0;2.8;4000.0;1.0;2.0;4.0
make;?;?;0.0;0.0;?;?;0.0;6000.0;?;0.0;1500.0;0.0;?;1.0
make;5.0;9.0;?;?;?;?;0.0;?;?;?;500.0;1.0;?;?
make;3.0;9.0;172.0;0.89;387.0;11.0;0.0;12000.0;10.0;?;?;?;3.0;?
make;4.0;?;0.0;0.0;5.0;?;0.0;?;?;?;?;?;1.0;?
make;?;9.0;?;?;?;?;0.0;?;10.0;?;500.0;1.0;?;?
make;3.0;?;?;?;?;?;0.0;12000.0;?;?;4000.0;?;?;1.0
make;0.0;?;36.0;?;5.0;?;0.0;33000.0;6.0;?;?;2.0;?;?
make;5.0;9.0;172.0;?;392.0;?;0.0;?;?;9.0;500.0;1.0;?;2.0
make;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;1300.0;0.0;?;?
make;?;0.0;?;?;?;?;0.0;?;?;?;?;?;?;?
make;?;?;0.0;0.0;5.0;?;0.0;52000.0;?;5.0;?;2.0;1.0;?
make;5.0;9.0;172.0;0.89;392.0;?;0.0;33000.0;?;9.0;500.0;1.0;3.0;2.0
make;3.0;9.0;?;?;?;11.0;0.0;?;?;?;4000.0;?;?;1.0
make;3.0;?;?;0.0;?;9.0;0.0;21000.0;7.0;2.8;4000.0;1.0;?;?
make;4.0;?;0.0;0.0;5.0;?;0.0;52000.0;?;5.0;?;2.0;1.0;?
make;?;9.0;172.0;0.89;392.0;?;0.0;?;10.0;9.0;500.0;1.0;3.0;?
make;5.0;9.0;?;?;?;?;0.0;?;?;?;500.0;1.0;?;2.0
make;?;?;208.0;0.0;?;9.0;0.0;21000.0;7.0;2.8;4000.0;?;2.0;?
make;5.0;?;0.0;0.0;?;?;0.0;6000.0;?;0.0;1500.0;0.0;?;?
make;3.0;11.0;?;0.0;?;9.0;0.0;21000.0;7.0;2.8;4000.0;1.0;?;?
make;?;9.0;172.0;0.89;?;11.0;0.0;12000.0;10.0;14.0;?;?;?;1.0
make;4.0;?;0.0;0.0;5.0;?;0.0;?;?;5.0;?;2.0;1.0;?
make;?;?;0.0;0.0;?;?;0.0;6000.0;?;0.0;?;0.0;?;1.0
make;0.0;?;36.0;?;5.0;10.0;0.0;?;?;?;?;?;?;?
make;5.0;12.0;0.0;0.0;5.0;?;0.0;58000.0;?;5.0;7300.0;2.0;1.0;?
make;3.0;11.0;?;0.0;?;9.0;0.0;21000.0;7.0;?;?;1.0;?;?
make;0.0;?;36.0;0.89;5.0;10.0;0.0;33000.0;6.0;?;?;?;2.0;?
make;?;?;172.0;?;?;?;0.0;?;10.0;9.0;500.0;1.0;?;?
make;4.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;?;2.0;1.0;?
make;3.0;9.0;172.0;0.89;?;11.0;0.0;12000.0;10.0;14.0;?;?;?;1.0
make;3.0;11.0;?;0.0;?;?;0.0;21000.0;7.0;2.8;?;1.0;?;?
make;3.0;11.0;208.0;0.0;392.0;9.0;0.0;?;7.0;2.8;?;1.0;2.0;4.0
make;5.0;12.0;0.0;0.0;5.0;9.0;0.0;?;?;5.0;?;?;1.0;?
make;?;11.0;?;0.0;?;?;0.0;21000.0;7.0;2.8;4000.0;1.0;?;?
make;3.0;9.0;?;?;?;?;0.0;?;?;?;4000.0;?;?;1.0
make;3.0;11.0;208.0;0.0;?;9.0;0.0;21000.0;7.0;2.8;?;1.0;2.0;?
make;?;?;0.0;0.0;5.0;?;0.0;?;?;5.0;?;2.0;1.0;?
make;0.0;12.0;36.0;0.89;5.0;?;0.0;33000.0;?;11.2;8000.0;2.0;2.0;?
make;3.0;11.0;?;0.0;?;?;0.0;?;7.0;2.8;4000.0;1.0;2.0;4.0
make;3.0;9.0;172.0;0.89;387.0;11.0;0.0;12000.0;10.0;14.0;4000.0;2.0;3.0;?
make;4.0;12.0;0.0;0.0;5.0;11.0;0.0;?;?;5.0;?;?;1.0;4.0
make;3.0;11.0;208.0;0.0;?;9.0;0.0;?;7.0;2.8;?;1.0;2.0;4.0
make;3.0;11.0;208.0;0.0;?;9.0;0.0;21000.0;7.0;2.8;4000.0;1.0;?;4.0
make;0.0;?;?;?;5.0;?;0.0;?;6.0;?;?;?;?;?
make;?;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;?;0.0;?;1.0
make;4.0;12.0;0.0;0.0;5.0;?;0.0;52000.0;?;5.0;5800.0;2.0;1.0;?
make;0.0;12.0;36.0;0.89;5.0;?;0.0;33000.0;6.0;11.2;8000.0;2.0;2.0;?
make;?;12.0;0.0;0.0;5.0;9.0;0.0;?;?;5.0;?;2.0;1.0;5.0
make;?;9.0;172.0;0.89;?;?;0.0;33000.0;10.0;?;500.0;?;?;?
make;?;?;0.0;0.0;5.0;9.0;0.0;?;?;?;7300.0;?;1.0;?
make;5.0;9.0;?;?;?;?;0.0;?;10.0;?;500.0;1.0;?;2.0
make;3.0;9.0;172.0;0.89;?;11.0;0.0;?;10.0;14.0;?;?;?;1.0
make;0.0;?;36.0;?;5.0;10.0;0.0;?;6.0;11.2;?;?;?;?
make;?;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;1500.0;0.0;?;?
make;5.0;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;1500.0;0.0;?;?
make;?;11.0;208.0;0.0;?;9.0;0.0;21000.0;7.0;2.8;?;1.0;2.0;?
make;5.0;12.0;0.0;0.0;5.0;9.0;0.0;?;?;5.0;?;2.0;1.0;?
make;5.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;7300.0;2.0;1.0;?
make;0.0;12.0;36.0;0.89;5.0;?;0.0;?;6.0;?;?;?;2.0;?
make;4.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;5800.0;2.0;1.0;?
make;4.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;?;?;1.0;4.0
make;?;9.0;172.0;0.89;?;?;0.0;?;10.0;9.0;500.0;1.0;?;2.0
make;?;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;?;0.0;?;?
make;3.0;9.0;?;0.89;?;?;0.0;12000.0;?;?;4000.0;?;?;1.0
make;0.0;?;36.0;?;5.0;10.0;0.0;33000.0;?;?;?;2.0;?;?
make;5.0;9.0;172.0;0.89;?;?;0.0;?;10.0;9.0;500.0;1.0;?;?
make;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;?;0.0;?;?
make;3.0;9.0;172.0;0.89;387.0;?;0.0;12000.0;?;14.0;4000.0;2.0;3.0;?
make;3.0;9.0;172.0;0.89;?;11.0;0.0;12000.0;10.0;?;4000.0;2.0;?;1.0
make;?;?;?;?;?;?;0.0;?;?;?;?;?;0.0;?
make;3.0;11.0;208.0;0.0;392.0;?;0.0;21000.0;7.0;2.8;4000.0;1.0;2.0;?
make;0.0;?;?;?;5.0;?;0.0;33000.0;6.0;?;?;2.0;?;?
make;4.0;?;0.0;0.0;5.0;?;0.0;?;?;?;5800.0;?;1.0;?
make;5.0;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;1500.0;0.0;?;1.0
make;3.0;9.0;172.0;0.89;387.0;?;0.0;?;?;14.0;?;2.0;3.0;1.0
make;5.0;?;0.0;0.0;?;11.0;0.0;6000.0;?;0.0;?;0.0;?;1.0
make;3.0;9.0;?;?;?;?;0.0;12000.0;10.0;?;?;?;?;1.0
make;?;?;0.0;0.0;5.0;9.0;0.0;?;?;?;?;?;1.0;?
make;4.0;?;0.0;0.0;5.0;11.0;0.0;?;?;5.0;?;?;1.0;4.0
make;0.0;?;36.0;0.89;5.0;10.0;0.0;?;6.0;?;?;?;2.0;?
make;0.0;12.0;36.0;0.89;5.0;10.0;0.0;?;6.0;11.2;?;2.0;2.0;?
make;5.0;?;0.0;0.0;5.0;9.0;0.0;?;?;5.0;?;?;1.0;?
make;?;?;0.0;0.0;5.0;?;0.0;?;?;?;5800.0;?;1.0;?
make;0.0;?;36.0;0.89;5.0;10.0;0.0;?;6.0;11.2;?;?;2.0;?
make;3.0;9.0;?;?;?;11.0;0.0;12000.0;10.0;?;?;?;?;1.0
make;4.0;?;0.0;0.0;?;8.0;0.0;7000.0;1.0;0.0;?;0.0;?;1.0
make;5.0;9.0;172.0;0.89;392.0;?;0.0;33000.0;?;9.0;500.0;1.0;3.0;?
make;?;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;?;?;1.0;?
make;0.0;?;36.0;?;5.0;10.0;0.0;?;6.0;?;?;?;?;?
make;4.0;?;0.0;0.0;5.0;11.0;0.0;?;?;5.0;?;?;1.0;?
make;3.0;?;?;0.0;?;9.0;0.0;?;7.0;2.8;?;1.0;?;?
make;5.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;?;2.0;1.0;?
make;3.0;11.0;?;0.0;?;?;0.0;21000.0;?;2.8;?;1.0;?;?
make;?;9.0;?;?;?;?;0.0;12000.0;10.0;?;4000.0;2.0;?;1.0
make;0.0;12.0;36.0;?;5.0;10.0;0.0;?;6.0;11.2;?;?;2.0;?
make;3.0;11.0;208.0;0.0;392.0;?;0.0;?;?;2.8;?;1.0;2.0;?
make;0.0;12.0;36.0;0.89;5.0;?;0.0;?;?;11.2;?;2.0;2.0;?
make;0.0;12.0;36.0;0.89;5.0;10.0;0.0;?;6.0;?;?;2.0;?;5.0
make;4.0;?;0.0;0.0;?;8.0;0.0;?;1.0;0.0;1300.0;0.0;?;1.0
make;?;?;?;?;0.0;?;0.0;?;?;?;?;?;?;?
make;3.0;9.0;?;?;?;?;0.0;12000.0;10.0;?;?;2.0;?;1.0
make;5.0;?;0.0;0.0;5.0;9.0;0.0;?;?;?;?;?;1.0;?
make;4.0;12.0;0.0;0.0;5.0;?;0.0;?;?;5.0;5800.0;2.0;1.0;4.0
make;3.0;11.0;?;0.0;?;9.0;0.0;21000.0;?;2.8;?;1.0;?;?
make;3.0;11.0;208.0;0.0;392.0;9.0;0.0;21000.0;7.0;2.8;4000.0;1.0;2.0;?
make;?;9.0;?;0.89;?;?;0.0;?;10.0;?;500.0;1.0;?;2.0
make;4.0;?;0.0;0.0;5.0;11.0;0.0;?;?;?;?;?;1.0;?
make;3.0;11.0;?;0.0;?;9.0;0.0;?;7.0;?;?;1.0;?;?
make;?;?;0.0;0.0;5.0;9.0;0.0;58000.0;?;5.0;?;2.0;1.0;?
make;0.0;?;?;?;5.0;10.0;0.0;?;6.0;?;?;?;?;?
